Symbol	Name	LastSale	MarketCap	ADR TSO	IPOyear	Sector	industry	Summary Quote
KMDA	Kamada Ltd.	14.9	532723261.1	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/kmda
KNDI	Kandi Technologies Group, Inc.	6.67	246646434.92	n/a	n/a	Capital Goods	Auto Manufacturing	http://www.nasdaq.com/symbol/kndi
KCLI	Kansas City Life Insurance Company	47.19	520164327.54	n/a	n/a	Finance	Life Insurance	http://www.nasdaq.com/symbol/kcli
KPTI	Karyopharm Therapeutics Inc.	16.05	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/kpti
KCAP	KCAP Financial, Inc.	8.36	278511552.44	n/a	2006	n/a	n/a	http://www.nasdaq.com/symbol/kcap
KRNY	Kearny Financial	10.45	694128083	n/a	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/krny
KIPO	Keating Capital, Inc.	7.33	64763042.2	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/kipo
KELYA	Kelly Services, Inc.	21.33	855671421.78	n/a	n/a	Technology	Professional Services	http://www.nasdaq.com/symbol/kelya
KELYB	Kelly Services, Inc.	22	76438120	n/a	n/a	Technology	Professional Services	http://www.nasdaq.com/symbol/kelyb
KFFB	Kentucky First Federal Bancorp	8.22	70109843.16	n/a	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/kffb
KERX	Keryx Biopharmaceuticals, Inc.	14.28	1168324868.76	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/kerx
KEQU	Kewaunee Scientific Corporation	17.8	46365974	n/a	n/a	Capital Goods	Medical Specialities	http://www.nasdaq.com/symbol/kequ
KTEC	Key Technology, Inc.	14.45	89139203.35	n/a	1993	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/ktec
KTCC	Key Tronic Corporation	10.72	112730029.92	n/a	1983	Technology	Computer peripheral equipment	http://www.nasdaq.com/symbol/ktcc
KFRC	Kforce, Inc.	20	674535720	n/a	1995	Technology	Professional Services	http://www.nasdaq.com/symbol/kfrc
KBALB	Kimball International, Inc.	12.24	466098441.12	n/a	1976	Technology	Electrical Products	http://www.nasdaq.com/symbol/kbalb
KGJI	Kingold Jewelry Inc.	1.83	117658415.28	n/a	n/a	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/kgji
KINS	Kingstone Companies, Inc	5.25	20007219.75	n/a	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/kins
KONE	Kingtone Wirelessinfo Solution Holding Ltd	2.63	3695150	n/a	2010	Technology	EDP Services	http://www.nasdaq.com/symbol/kone
KIOR	KiOR, Inc.	2.35	250589237.3	n/a	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/kior
KIPS	Kips Bay Medical, Inc.	0.85	22932217.15	n/a	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/kips
KIRK	Kirkland&#39;s, Inc.	17.86	308054816.6	n/a	2002	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/kirk
KLAC	KLA-Tencor Corporation	64.65	10773884873.7	n/a	1980	Capital Goods	Electronic Components	http://www.nasdaq.com/symbol/klac
VLCCF	Knightsbridge Tankers Limited	8.67	212172768.87	n/a	1997	Consumer Services	Marine Transportation	http://www.nasdaq.com/symbol/vlccf
KONA	Kona Grill, Inc.	14.5	124614102	n/a	2005	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/kona
KONG	KongZhong Corporation	8.27	346946687.07	n/a	2004	Technology	Telecommunications Equipment	http://www.nasdaq.com/symbol/kong
KOPN	Kopin Corporation	3.53	235282244.82	n/a	1992	Technology	Semiconductors	http://www.nasdaq.com/symbol/kopn
KOSS	Koss Corporation	5.0899	37577235.2694	n/a	n/a	Consumer Non-Durables	Consumer Electronics/Appliances	http://www.nasdaq.com/symbol/koss
KRFT	Kraft Foods Group, Inc.	54.37	32397582116.15	n/a	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/krft
KWEB	KraneShares CSI China Internet ETF	29.7	2969584.2	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/kweb
KTOS	Kratos Defense & Security Solutions, Inc.	8.44	481126808.24	n/a	n/a	Capital Goods	Military/Government/Technical	http://www.nasdaq.com/symbol/ktos
KUTV	Ku6 Media Co., Ltd.	2.45	115802883.35	n/a	n/a	Consumer Services	Telecommunications Equipment	http://www.nasdaq.com/symbol/kutv
KLIC	Kulicke and Soffa Industries, Inc.	12.94	974091341.72	n/a	n/a	Technology	Semiconductors	http://www.nasdaq.com/symbol/klic
KVHI	KVH Industries, Inc.	13.28	206788988.8	n/a	1996	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/kvhi
KYTH	Kythera Biopharmaceuticals, Inc.	40.15	753461324	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/kyth
LLEN	L&L Energy, Inc.	1.43	60152619.67	n/a	n/a	Energy	Coal Mining	http://www.nasdaq.com/symbol/llen
FSTR	L.B. Foster Company	46.68	481946259.6	n/a	n/a	Basic Industries	Metal Fabrications	http://www.nasdaq.com/symbol/fstr
LSBK	Lake Shore Bancorp, Inc.	12	71035656	n/a	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/lsbk
LBAI	Lakeland Bancorp, Inc.	11.43	408512680.56	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/lbai
LKFN	Lakeland Financial Corporation	35.97	591697723.32	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/lkfn
LAKE	Lakeland Industries, Inc.	5.33	28528883.63	n/a	1986	Health Care	Industrial Specialties	http://www.nasdaq.com/symbol/lake
LACO	Lakes Entertainment, Inc.	4.2	111051931.2	n/a	n/a	Consumer Services	Services-Misc. Amusement & Recreation	http://www.nasdaq.com/symbol/laco
LRCX	Lam Research Corporation	54.08	8765984410.56	n/a	1984	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/lrcx
LAMR	Lamar Advertising Company	48.74	4605604514.28	n/a	1996	Technology	Advertising	http://www.nasdaq.com/symbol/lamr
LANC	Lancaster Colony Corporation	82.02	2237856973.68	n/a	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/lanc
LNDC	Landec Corporation	11.51	304879285.59	n/a	1996	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/lndc
LARK	Landmark Bancorp Inc.	19.82	58188210.06	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/lark
LSTR	Landstar System, Inc.	55.1	2519003945	n/a	1993	Transportation	Trucking Freight/Courier Services	http://www.nasdaq.com/symbol/lstr
LTRX	Lantronix, Inc.	1.44	20994860.16	n/a	2000	Technology	Computer Communications Equipment	http://www.nasdaq.com/symbol/ltrx
LPSB	LaPorte Bancorp, Inc.	10.55	65488977.3	n/a	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/lpsb
LSCC	Lattice Semiconductor Corporation	5.4	626924053.8	n/a	n/a	Technology	Semiconductors	http://www.nasdaq.com/symbol/lscc
LAWS	Lawson Products, Inc.	12.82	110904781.58	n/a	1970	Consumer Durables	Industrial Specialties	http://www.nasdaq.com/symbol/laws
LAYN	Layne Christensen Company	16.89	335867513.76	n/a	1992	Basic Industries	Engineering & Construction	http://www.nasdaq.com/symbol/layn
LCAV	LCA-Vision Inc.	3.68	70831775.2	n/a	n/a	Health Care	Medical Specialities	http://www.nasdaq.com/symbol/lcav
LCNB	LCNB Corporation	17.76	135689294.88	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/lcnb
LDRH	LDR Holding Corporation	21.06	477160610.94	n/a	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/ldrh
GAGA	Le Gaga Holdings Limited	3.59	163806695.54	n/a	2010	Consumer Non-Durables	Farming/Seeds/Milling	http://www.nasdaq.com/symbol/gaga
LBIX	Leading Brands Inc	4.07	11954322.6	n/a	n/a	Consumer Non-Durables	Beverages (Production/Distribution)	http://www.nasdaq.com/symbol/lbix
LEAP	Leap Wireless International, Inc.	16.16	1282257442.24	n/a	1985	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/leap
LTRE	Learning Tree International, Inc.	3.01	39784626.84	n/a	1995	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/ltre
LGCY	Legacy Reserves LP	27.61	1588035120.65	n/a	1996	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/lgcy
LMAT	LeMaitre Vascular, Inc.	7.87	120050758.62	n/a	2006	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/lmat
LXRX	Lexicon Pharmaceuticals, Inc.	2.19	1124462994.18	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/lxrx
LHCG	LHC Group	21.33	375285693.78	n/a	2005	Health Care	Medical/Nursing Services	http://www.nasdaq.com/symbol/lhcg
LBTYA	Liberty Global plc	80.98	32379774692.34	n/a	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lbtya
LBTYB	Liberty Global plc	80.77	821939347.15	n/a	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lbtyb
LBTYK	Liberty Global plc	76.6	8080868665.4	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/lbtyk
LINTA	Liberty Interactive Corporation	27.58	14353058414.38	n/a	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/linta
LINTB	Liberty Interactive Corporation	27.838	805001272.814	n/a	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lintb
LVNTA	Liberty Interactive Corporation	111.87	4115307768.66	n/a	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lvnta
LVNTB	Liberty Interactive Corporation	107.76	155464166.64	n/a	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/lvntb
LMCA	Liberty Media Corporation	150.1	18089450999.6	n/a	n/a	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/lmca
LMCB	Liberty Media Corporation	150.77	1489091665.06	n/a	n/a	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/lmcb
LPHI	Life Partners Holdings Inc	2.04	38040834.72	n/a	n/a	Finance	Life Insurance	http://www.nasdaq.com/symbol/lphi
LIFE	Life Technologies Corporation	75.49	13034269100.55	n/a	1983	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/life
LPNT	LifePoint Hospitals, Inc.	50.51	2374790635.97	n/a	n/a	Health Care	Hospital/Nursing Management	http://www.nasdaq.com/symbol/lpnt
LCUT	Lifetime Brands, Inc.	15.49	196657275.93	n/a	1991	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/lcut
LFVN	Lifevantage Corporation	1.97	0	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/lfvn
LWAY	Lifeway Foods, Inc.	14.97	245298674.49	n/a	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/lway
LGND	Ligand Pharmaceuticals Incorporated	49	1001602287	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/lgnd
LTBR	Lightbridge Corporation	1.58	19839112	n/a	n/a	Consumer Services	Professional Services	http://www.nasdaq.com/symbol/ltbr
LPTH	LightPath Technologies, Inc.	1.38	19031520.66	n/a	1996	Technology	Semiconductors	http://www.nasdaq.com/symbol/lpth
LIWA	Lihua International, Inc.	5.85	174513315.6	n/a	2009	Capital Goods	Metal Fabrications	http://www.nasdaq.com/symbol/liwa
LIME	Lime Energy Co.	3.5	12576347	n/a	n/a	Basic Industries	Engineering & Construction	http://www.nasdaq.com/symbol/lime
LLNW	Limelight Networks, Inc.	1.97	190920808.52	n/a	2007	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/llnw
LMNR	Limoneira Co	25.65	341421763.5	n/a	n/a	Consumer Non-Durables	Farming/Seeds/Milling	http://www.nasdaq.com/symbol/lmnr
LINC	Lincoln Educational Services Corporation	5.3	125869254.8	n/a	2005	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/linc
LECO	Lincoln Electric Holdings, Inc.	70.62	5763629690.28	n/a	n/a	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/leco
LLTC	Linear Technology Corporation	41.15	9815124994.4	n/a	1986	Technology	Semiconductors	http://www.nasdaq.com/symbol/lltc
LTON	Linktone Ltd.	2.5648	103718385.7808	n/a	2004	Technology	Telecommunications Equipment	http://www.nasdaq.com/symbol/lton
LNCO	Linn Co, LLC	31.83	1107286125	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/lnco
LINE	Linn Energy, LLC	30.46	7163537049.08	n/a	1983	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/line
LIOX	Lionbridge Technologies, Inc.	5.38	342091200.5	n/a	1999	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/liox
LPDX	LipoScience, Inc.	4.68	69438035.16	n/a	n/a	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances	http://www.nasdaq.com/symbol/lpdx
LIQD	Liquid Holdings Group, Inc.	8.01	195973685.28	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/liqd
LQDT	Liquidity Services, Inc.	26.96	855854716.88	n/a	2006	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/lqdt
LFUS	Littelfuse, Inc.	83.4	1868361327.6	n/a	n/a	Consumer Durables	Electrical Products	http://www.nasdaq.com/symbol/lfus
LIVE	LiveDeal, Inc.	2.9308	10303752.0132	n/a	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/live
LPSN	LivePerson, Inc.	9.11	492257638.37	n/a	2000	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/lpsn
LKQ	LKQ Corporation	31.89	9586773107.49	n/a	n/a	Consumer Services	Motor Vehicles	http://www.nasdaq.com/symbol/lkq
LMIA	LMI Aerospace, Inc.	14.83	190669532.45	n/a	1998	Capital Goods	Military/Government/Technical	http://www.nasdaq.com/symbol/lmia
LNBB	LNB Bancorp, Inc.	9.6	89315539.2	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/lnbb
LOCM	Local Corporation	2.01	45985561.89	n/a	n/a	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/locm
LOGI	Logitech International S.A.	10.15	1621955353.55	n/a	1997	Technology	Computer peripheral equipment	http://www.nasdaq.com/symbol/logi
LOGM	LogMein, Inc.	31.93	773379499.49	n/a	2009	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/logm
LOJN	LoJack Corporation	4.62	86591953.14	n/a	n/a	Consumer Durables	Telecommunications Equipment	http://www.nasdaq.com/symbol/lojn
LOOK	LookSmart, Ltd.	2.2	38077729.8	n/a	1999	Technology	EDP Services	http://www.nasdaq.com/symbol/look
LORL	Loral Space and Communications, Inc.	71.49	2210462578.65	n/a	n/a	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/lorl
LABC	Louisiana Bancorp, Inc.	18.15	52400120.85	n/a	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/labc
LPTN	Lpath, Inc.	5.17	67968056.42	n/a	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/lptn
LPLA	LPL Financial Holdings Inc.	40.59	4128789390.66	n/a	2010	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/lpla
LRAD	LRAD Corporation	1.5	48748798.5	n/a	n/a	Consumer Non-Durables	Consumer Electronics/Appliances	http://www.nasdaq.com/symbol/lrad
LSBI	LSB Financial Corp.	28	43661604	n/a	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/lsbi
LSI	LSI Corporation	8.29	4535252835.99	n/a	n/a	Technology	Semiconductors	http://www.nasdaq.com/symbol/lsi
LYTS	LSI Industries Inc.	9.12	219362621.28	n/a	1985	Consumer Durables	Building Products	http://www.nasdaq.com/symbol/lyts
LTXC	LTX-Credence Corporation	6.27	301311308.1	n/a	n/a	Capital Goods	Electrical Products	http://www.nasdaq.com/symbol/ltxc
LULU	lululemon athletica inc.	69.97	10148435505.7	n/a	2007	Consumer Non-Durables	Apparel	http://www.nasdaq.com/symbol/lulu
LMNX	Luminex Corporation	18.21	753785322.72	n/a	2000	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/lmnx
LMOS	Lumos Networks Corp.	22.26	490229731.74	n/a	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/lmos
LUNA	Luna Innovations Incorporated	1.45	21001737.65	n/a	2006	Health Care	Biotechnology: Commercial Physical & Biological Resarch	http://www.nasdaq.com/symbol/luna
MBTF	M B T Financial Corp	3.82	68444895.84	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/mbtf
MTSI	M/A-COM Technology Solutions Holdings, Inc.	16.1	745949611.4	n/a	1992	Technology	Semiconductors	http://www.nasdaq.com/symbol/mtsi
MCBC	Macatawa Bank Corporation	4.79	130581746.75	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/mcbc
MFNC	Mackinac Financial Corporation	9.1	50545576.9	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/mfnc
MGNX	MacroGenics, Inc.	26.23	656282154.24	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/mgnx
MCBK	Madison County Financial, Inc.	17.3	55239834.2	n/a	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/mcbk
MAGS	Magal Security Systems Ltd.	3.26	52640921.72	n/a	1993	Consumer Durables	Telecommunications Equipment	http://www.nasdaq.com/symbol/mags
MGLN	Magellan Health Services, Inc.	59.46	1609450258.26	n/a	n/a	Health Care	Hospital/Nursing Management	http://www.nasdaq.com/symbol/mgln
MPET	Magellan Petroleum Corporation	1.06	48069631.54	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/mpet
MGIC	Magic Software Enterprises Ltd.	6.44	237314547.4	n/a	1991	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/mgic
CALL	magicJack VocalTec Ltd	12.22	228731797.06	n/a	1992	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/call
MNGA	MagneGas Corporation	0.63	14409061.38	n/a	n/a	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/mnga
MAG	Magnetek, Inc.	20	64488900	n/a	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/mag
MGYR	Magyar Bancorp, Inc.	7.24	42074492.56	n/a	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/mgyr
MHLD	Maiden Holdings, Ltd.	11.18	810767350.38	n/a	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/mhld
MHLDO	Maiden Holdings, Ltd.	47.0399	155231670	n/a	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/mhldo
MSFG	MainSource Financial Group, Inc.	16.53	337277012.49	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/msfg
COOL	Majesco Entertainment Company	0.5549	25689633.1981	n/a	1998	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/cool
MMYT	MakeMyTrip Limited	15.08	567040542.64	n/a	2010	Consumer Services	Transportation Services	http://www.nasdaq.com/symbol/mmyt
MAKO	MAKO Surgical Corp.	29.73	1398122431.71	n/a	2008	Health Care	Industrial Specialties	http://www.nasdaq.com/symbol/mako
MLVF	Malvern Bancorp, Inc.	12.15	79685446.95	n/a	n/a	Finance	Banks	http://www.nasdaq.com/symbol/mlvf
MAMS	MAM Software Group, Inc.	4.15	60097963.55	n/a	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/mams
MNDL	Mandalay Digital Group, Inc	2.59	80943464.77	n/a	n/a	Miscellaneous	Multi-Sector Companies	http://www.nasdaq.com/symbol/mndl
MANH	Manhattan Associates, Inc.	108.03	2074952843.73	n/a	1998	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/manh
LOAN	Manhattan Bridge Capital, Inc	2.0157	8579202.183	n/a	1997	Finance	Finance Companies	http://www.nasdaq.com/symbol/loan
MNTX	Manitex International, Inc.	13.01	179023766.74	n/a	n/a	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/mntx
MTEX	Mannatech, Incorporated	26.5	70164977.5	n/a	n/a	Consumer Durables	Specialty Chemicals	http://www.nasdaq.com/symbol/mtex
MNKD	MannKind Corporation	4.67	1409285584.05	n/a	2004	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/mnkd
MANT	ManTech International Corporation	27.9	668936342.7	n/a	1971	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/mant
MCHX	Marchex, Inc.	9.905	374304660.73	n/a	2004	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/mchx
MARPS	Marine Petroleum Trust	16.0272	32054400	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/marps
MKTX	MarketAxess Holdings, Inc.	65.92	2476084798.72	n/a	2004	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/mktx
MKTO	Marketo, Inc.	36.76	1361549743.44	n/a	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/mkto
MRLN	Marlin Business Services Corp.	27.2	350875185.6	n/a	2003	Finance	Major Banks	http://www.nasdaq.com/symbol/mrln
FISH	Marlin Midstream Partners, LP	16.92	301263882.48	n/a	1992	Public Utilities	Natural Gas Distribution	http://www.nasdaq.com/symbol/fish
MAR	Marriott International	46.34	13880611587.64	n/a	n/a	Consumer Services	Hotels/Resorts	http://www.nasdaq.com/symbol/mar
MBII	Marrone Bio Innovations, Inc.	16.77	321003323.94	n/a	n/a	Basic Industries	Agricultural Chemicals	http://www.nasdaq.com/symbol/mbii
MRTN	Marten Transport, Ltd.	17.46	580081768.74	n/a	1986	Transportation	Trucking Freight/Courier Services	http://www.nasdaq.com/symbol/mrtn
MMLP	Martin Midstream Partners L.P.	46.37	1234602455.62	n/a	2002	Energy	Oil Refining/Marketing	http://www.nasdaq.com/symbol/mmlp
MRVL	Marvell Technology Group Ltd.	13.01	6404823000	n/a	2000	Technology	Semiconductors	http://www.nasdaq.com/symbol/mrvl
MASI	Masimo Corporation	26.85	1517910674.1	n/a	2007	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	http://www.nasdaq.com/symbol/masi
MASC	Material Sciences Corporation	9.59	98988507.45	n/a	n/a	Capital Goods	Industrial Specialties	http://www.nasdaq.com/symbol/masc
MTRX	Matrix Service Company	20.79	543470516.82	n/a	1981	Basic Industries	Engineering & Construction	http://www.nasdaq.com/symbol/mtrx
MAT	Mattel, Inc.	44.9	15195706939.7	n/a	n/a	Consumer Non-Durables	Recreational Products/Toys	http://www.nasdaq.com/symbol/mat
MATR	Mattersight Corporation	4.1	71548981.1	n/a	n/a	Consumer Services	Professional Services	http://www.nasdaq.com/symbol/matr
MATW	Matthews International Corporation	41	1124819133	n/a	1994	Capital Goods	Metal Fabrications	http://www.nasdaq.com/symbol/matw
MFRM	Mattress Firm Holding Corp.	32.04	1085058694.08	n/a	n/a	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/mfrm
MTSN	Mattson Technology, Inc.	2.8	165241815.2	n/a	1994	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/mtsn
MXIM	Maxim Integrated Products, Inc.	29.25	8265439874.25	n/a	1988	Technology	Semiconductors	http://www.nasdaq.com/symbol/mxim
MXWL	Maxwell Technologies, Inc.	7.86	232980429.36	n/a	n/a	Energy	Industrial Machinery/Components	http://www.nasdaq.com/symbol/mxwl
MFLR	Mayflower Bancorp, Inc.	19.17	39568912.02	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/mflr
MZOR	Mazor Robotics Ltd.	18.95	277091542.75	n/a	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/mzor
MBFI	MB Financial Inc.	29.75	1635105815	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/mbfi
MCGC	MCG Capital Corporation	4.62	328999500.06	n/a	2001	n/a	n/a	http://www.nasdaq.com/symbol/mcgc
MGRC	McGrath RentCorp	35.87	921357645.01	n/a	1984	Technology	Diversified Commercial Services	http://www.nasdaq.com/symbol/mgrc
MDCA	MDC Partners Inc.	31.05	977004861.75	n/a	n/a	Technology	Advertising	http://www.nasdaq.com/symbol/mdca
MEAS	Measurement Specialties, Inc.	53.99	849082589.36	n/a	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/meas
MCOX	Mecox Lane Limited	4.35	51396598.5	n/a	2010	Consumer Non-Durables	Apparel	http://www.nasdaq.com/symbol/mcox
TAXI	Medallion Financial Corp.	15.8	347102031.4	n/a	1996	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/taxi
MDAS	MedAssets, Inc.	22.15	1355443135.15	n/a	2007	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/mdas
MBIS	Mediabistro Inc.	1.8886	11374061.3938	n/a	n/a	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/mbis
MDCI	Medical Action Industries Inc.	6.67	109325488.76	n/a	n/a	Health Care	Industrial Specialties	http://www.nasdaq.com/symbol/mdci
MNOV	MediciNova, Inc.	2.31	51693048.33	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/mnov
MDSO	Medidata Solutions, Inc.	106.24	2842655924.48	n/a	2009	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/mdso
MDVN	Medivation, Inc.	62.33	4687966141.55	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/mdvn
MWRX	MedWorth Acquisition Corp.	8.06	82219657	n/a	n/a	Finance	Business Services	http://www.nasdaq.com/symbol/mwrx
MEIP	MEI Pharma, Inc.	7.85	134369643.2	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/meip
MELA	MELA Sciences, Inc	0.6902	29778478.1518	n/a	2005	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/mela
MPEL	Melco Crown Entertainment Limited	35.01	19250567721.18	n/a	2006	Consumer Services	Hotels/Resorts	http://www.nasdaq.com/symbol/mpel
MLNX	Mellanox Technologies, Ltd.	33.28	1457058903.04	n/a	2007	Technology	Semiconductors	http://www.nasdaq.com/symbol/mlnx
MEMP	Memorial Production Partners LP	21.3	1190049914.4	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/memp
MENT	Mentor Graphics Corporation	21.88	2478590861.84	n/a	1984	Technology	EDP Services	http://www.nasdaq.com/symbol/ment
MTSL	MER Telemanagement Solutions Ltd.	2.2399	10450381.1243	n/a	1997	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/mtsl
MELI	MercadoLibre, Inc.	120.48	5319545367.84	n/a	1997	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/meli
MBWM	Mercantile Bank Corporation	21.89	190596295.67	n/a	1998	Finance	Major Banks	http://www.nasdaq.com/symbol/mbwm
MERC	Mercer International Inc.	9.09	507710169.36	n/a	n/a	Basic Industries	Paper	http://www.nasdaq.com/symbol/merc
MBVT	Merchants Bancshares, Inc.	29.47	185853173.87	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/mbvt
MRCY	Mercury Systems Inc	9.33	309980526.45	n/a	1985	Capital Goods	Electrical Products	http://www.nasdaq.com/symbol/mrcy
