Symbol	Name	LastSale	MarketCap	ADR TSO	IPOyear	Sector	industry	Summary Quote
DQ	DAQQ New Energy Corp.	37.91	266452861.24	n/a	2010	Technology	Semiconductors	http://www.nasdaq.com/symbol/dq
DRI	Darden Restaurants, Inc.	53.06	6927953149.04	n/a	n/a	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/dri
DAR	Darling International Inc.	22.79	2694123633.14	n/a	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/dar
DVA	DaVita healthCare Partners Inc.	55.03	11699378000	n/a	n/a	Health Care	Hospital/Nursing Management	http://www.nasdaq.com/symbol/dva
DPM	DCP Midstream Partners, LP	48.3	3777123224.7	n/a	2005	Public Utilities	Natural Gas Distribution	http://www.nasdaq.com/symbol/dpm
DCT	DCT Industrial Trust Inc	7.76	2460448580.16	n/a	2006	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/dct
DDR	DDR Corp.	16.47	5272404958.98	n/a	1993	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/ddr
DDR^H	DDR Corp.	24.8	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ddr^h
DDR^J	DDR Corp.	21.57	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ddr^j
DDR^K	DDR Corp.	20.79	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ddr^k
DF	Dean Foods Company	19.56	1837660982.88	n/a	n/a	Consumer Non-Durables	Specialty Foods	http://www.nasdaq.com/symbol/df
DE	Deere & Company	81.8	31316798791.8	n/a	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/de
DEX	Delaware Enhanced Global Dividend	12.44	197343370.6	n/a	2004	n/a	n/a	http://www.nasdaq.com/symbol/dex
DDF	Delaware Investments Dividend & Income Fund, Inc.	9.4301	89011119.3943	n/a	1993	n/a	n/a	http://www.nasdaq.com/symbol/ddf
DKL	Delek Logistics Partners, L.P.	30.37	729975719.23	n/a	n/a	Energy	Natural Gas Distribution	http://www.nasdaq.com/symbol/dkl
DK	Delek US Holdings, Inc.	24.35	1463041406.6	n/a	1996	Energy	Integrated oil Companies	http://www.nasdaq.com/symbol/dk
DLPH	Delphi Automotive plc	55.86	17327772000	n/a	n/a	Capital Goods	Auto Parts:O.E.M.	http://www.nasdaq.com/symbol/dlph
DAL	Delta Air Lines, Inc.	26.88	22997073361.92	n/a	n/a	Transportation	Air Freight/Delivery Services	http://www.nasdaq.com/symbol/dal
DEL	Deltic Timber Corporation	60.5	767080649.5	n/a	n/a	Basic Industries	Forest Products	http://www.nasdaq.com/symbol/del
DLX	Deluxe Corporation	46.91	2368943882.33	n/a	n/a	Consumer Durables	Publishing	http://www.nasdaq.com/symbol/dlx
DMD	Demand Media Inc.	5.22	468141694.74	n/a	1980	Technology	EDP Services	http://www.nasdaq.com/symbol/dmd
DWRE	DEMANDWARE, INC.	58.79	1800492663.28	n/a	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/dwre
DNR	Denbury Resources Inc.	19.44	7249411418.4	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/dnr
HXM	Desarrolladora Homex	1.53	85388414.13	n/a	2004	Basic Industries	Homebuilding	http://www.nasdaq.com/symbol/hxm
DKT	Deutsch Bk Contingent Cap Tr V	27.1	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dkt
DB	Deutsche Bank AG	46.85	47744835000	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/db
DTK	Deutsche Bank AG	26.72	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/dtk
DTT	Deutsche Bank AG	25.04	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/dtt
DUA	Deutsche Bank AG	24.19	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dua
DXB	Deutsche Bank AG	25.01	0	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/dxb
DCE	Deutsche Bk Cap Fdg Tr X	25.34	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/dce
DVN	Devon Energy Corporation	61.4	24928400000	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/dvn
DV	DeVry Inc.	35.66	2254032191.14	n/a	n/a	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/dv
DHT	DHT Holdings, Inc.	5.49	85043432.43	n/a	2005	Transportation	Marine Transportation	http://www.nasdaq.com/symbol/dht
DEO	Diageo plc	128.9	88753018040.5	n/a	n/a	Consumer Non-Durables	Beverages (Production/Distribution)	http://www.nasdaq.com/symbol/deo
DO	Diamond Offshore Drilling, Inc.	60.35	8390789286.8	n/a	1995	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/do
DRII	Diamond Resorts International, Inc.	18.15	1369375537.2	n/a	n/a	Consumer Services	Hotels/Resorts	http://www.nasdaq.com/symbol/drii
DRH	Diamondrock Hospitality Company	11.48	2244004680.68	n/a	2005	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/drh
DSX	Diana Shipping inc.	11.41	945220031.7	n/a	2005	Transportation	Marine Transportation	http://www.nasdaq.com/symbol/dsx
DHX	Dice Holdings, Inc.	7.49	421904959	n/a	2007	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/dhx
DKS	Dick&#39;s Sporting Goods Inc	53.99	6776276153.62	n/a	2002	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/dks
DBD	Diebold, Incorporated	29.38	2301719455.36	n/a	n/a	Miscellaneous	Office Equipment/Supplies/Services	http://www.nasdaq.com/symbol/dbd
DLR	Digital Realty Trust, Inc.	47.25	6068741332.5	n/a	2004	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/dlr
DLR^E	Digital Realty Trust, Inc.	22.84	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dlr^e
DLR^F	Digital Realty Trust, Inc.	21.48	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dlr^f
DLR^G	Digital Realty Trust, Inc.	19	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dlr^g
DGI	DigitalGlobe, Inc	35.3	2655328551.6	n/a	2009	Consumer Services	Telecommunications Equipment	http://www.nasdaq.com/symbol/dgi
DDS	Dillard&#39;s, Inc.	82.71	3789558477.36	n/a	n/a	Consumer Services	Department/Specialty Retail Stores	http://www.nasdaq.com/symbol/dds
DDT	Dillard&#39;s, Inc.	25.1	0	n/a	n/a	Consumer Services	Department/Specialty Retail Stores	http://www.nasdaq.com/symbol/ddt
DIN	DineEquity, Inc	81.13	1543649476.32	n/a	n/a	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/din
DFS	Discover Financial Services	52.64	25100844018.88	n/a	1993	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/dfs
DFS^B	Discover Financial Services	23.98	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dfs^b
DNI	Dividend and Income Fund	14.91	90387357.27	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dni
DM	Dolan Company (The)	2.33	71944626.26	n/a	2007	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/dm
DM^B	Dolan Company (The)	20	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dm^b
DLB	Dolby Laboratories	35.04	3566006784	n/a	2005	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/dlb
DG	Dollar General Corporation	58.01	18772503386.57	n/a	2009	Consumer Services	Department/Specialty Retail Stores	http://www.nasdaq.com/symbol/dg
DDC	Dominion Diamond Corporation	13.85	1177568979.35	n/a	1993	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/ddc
DOM	Dominion Resources Black Warrior Trust	6.67	52359500	n/a	1994	Energy	Coal Mining	http://www.nasdaq.com/symbol/dom
D	Dominion Resources, Inc.	66.03	38232698127.42	n/a	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/d
DCUA	Dominion Resources, Inc.	55.63	0	n/a	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/dcua
DCUB	Dominion Resources, Inc.	55.63	0	n/a	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/dcub
DRU	Dominion Resources, Inc.	26.1	0	n/a	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/dru
DPZ	Domino&#39;s Pizza Inc	67.93	3784981956.01	n/a	2004	Consumer Non-Durables	Food Distributors	http://www.nasdaq.com/symbol/dpz
UFS	Domtar Corporation	84.57	3598603527.18	n/a	n/a	Basic Industries	Paper	http://www.nasdaq.com/symbol/ufs
DCI	Donaldson Company, Inc.	40.24	5878047255.92	n/a	n/a	Capital Goods	Pollution Control Equipment	http://www.nasdaq.com/symbol/dci
DRL	Doral Financial Corporation	15.92	105882264.32	n/a	1980	Finance	Commercial Banks	http://www.nasdaq.com/symbol/drl
DSL	DoubleLine Income Solutions Fund	21.06	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dsl
DBL	DoubleLine Opportunistic Credit Fund	22.89	336898773.96	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dbl
PLOW	Douglas Dynamics, Inc.	15.16	336907562.64	n/a	2010	Capital Goods	Construction/Ag Equipment/Trucks	http://www.nasdaq.com/symbol/plow
DEI	Douglas Emmett, Inc.	24.51	3495094259.55	n/a	2006	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/dei
DOV	Dover Corporation	91.38	15568023879.84	n/a	n/a	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/dov
DDE	Dover Downs Gaming & Entertainment Inc	1.46	47639729.92	n/a	n/a	Consumer Services	Services-Misc. Amusement & Recreation	http://www.nasdaq.com/symbol/dde
DVD	Dover Motorsports, Inc.	2.4	88564334.4	n/a	1996	Consumer Services	Services-Misc. Amusement & Recreation	http://www.nasdaq.com/symbol/dvd
DPD	Dow 30 Premium	15.42	185281693.08	n/a	2005	n/a	n/a	http://www.nasdaq.com/symbol/dpd
DPO	Dow 30 Premium	12.69	353504479.77	n/a	2007	n/a	n/a	http://www.nasdaq.com/symbol/dpo
DOW	Dow Chemical Company (The)	39.26	47617118217.76	n/a	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/dow
DPS	Dr Pepper Snapple Group, Inc	47.76	9582709393.44	n/a	1993	Consumer Non-Durables	Beverages (Production/Distribution)	http://www.nasdaq.com/symbol/dps
RDY	Dr. Reddy&#39;s Laboratories Ltd	38.81	6600359222.39	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/rdy
DRD	DRDGOLD Limited	4.86	184280605.2	n/a	1998	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/drd
DRC	Dresser-Rand Group Inc.	58.76	4482828193.48	n/a	1980	Energy	Industrial Machinery/Components	http://www.nasdaq.com/symbol/drc
DW	Drew Industries Incorporated	51.52	1193104333.12	n/a	n/a	Capital Goods	Auto Parts:O.E.M.	http://www.nasdaq.com/symbol/dw
DHF	Dreyfus High Yield Strategies Fund	4.18	302981527.42	n/a	1998	n/a	n/a	http://www.nasdaq.com/symbol/dhf
DMB	Dreyfus Municipal Bond Infrastructure Fund, Inc.	10.54	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dmb
DSM	Dreyfus Strategic Municipal Bond Fund, Inc.	7.63	373758533.33	n/a	1989	n/a	n/a	http://www.nasdaq.com/symbol/dsm
LEO	Dreyfus Strategic Municipals, Inc.	7.85	485517782.15	n/a	1987	n/a	n/a	http://www.nasdaq.com/symbol/leo
DRQ	Dril-Quip, Inc.	115.83	4713493587.66	n/a	1997	Energy	Metal Fabrications	http://www.nasdaq.com/symbol/drq
DST	DST Systems, Inc.	85.79	3691528944.12	n/a	1995	Technology	EDP Services	http://www.nasdaq.com/symbol/dst
DSW	DSW Inc.	44.3	2008257614.7	n/a	2005	Consumer Services	Clothing/Shoe/Accessory Stores	http://www.nasdaq.com/symbol/dsw
DTE	DTE Energy Company	70.19	12409398837.12	n/a	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/dte
DTQ	DTE Energy Company	20.74	0	n/a	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/dtq
DTZ	DTE Energy Company	24.34	0	n/a	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/dtz
DCO	Ducommun Incorporated	25.11	270690043.59	n/a	n/a	Capital Goods	Military/Government/Technical	http://www.nasdaq.com/symbol/dco
DPG	Duff & Phelps Global Utility Income Fund Inc.	19.39	735458938.34	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dpg
DNP	Duff & Phelps Utilities Income, Inc.	9.76	2639789591.2	n/a	1987	n/a	n/a	http://www.nasdaq.com/symbol/dnp
DTF	Duff & Phelps Utilities Tax-Free Income, Inc.	14.07	119862470.7	n/a	1991	n/a	n/a	http://www.nasdaq.com/symbol/dtf
DUC	Duff & Phelps Utility & Corporate Bond Trust, Inc.	10.34	284007963.14	n/a	1993	n/a	n/a	http://www.nasdaq.com/symbol/duc
DUK	Duke Energy Corporation	73.21	51679546276.95	n/a	n/a	Public Utilities	Power Generation	http://www.nasdaq.com/symbol/duk
DUKH	Duke Energy Corporation	21.25	0	n/a	n/a	Public Utilities	Power Generation	http://www.nasdaq.com/symbol/dukh
DRE	Duke Realty Corporation	16.25	5294094893.75	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/dre
DRE^J	Duke Realty Corporation	24.68	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dre^j
DRE^K	Duke Realty Corporation	23.8	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dre^k
DRE^L	Duke Realty Corporation	23.84	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dre^l
DNB	Dun & Bradstreet Corporation (The)	108.24	4199428194.72	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/dnb
DFT	Dupont Fabros Technology, Inc.	24.1	1559894358.7	n/a	2007	Finance	Real Estate	http://www.nasdaq.com/symbol/dft
DFT^A	Dupont Fabros Technology, Inc.	24.75	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dft^a
DFT^B	Dupont Fabros Technology, Inc.	24.62	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dft^b
DHG	DWS High Income Opportunities Fund, Inc.	14.34	240154374.78	n/a	2006	n/a	n/a	http://www.nasdaq.com/symbol/dhg
DY	Dycom Industries, Inc.	29.58	995135181.54	n/a	n/a	Basic Industries	Water Supply	http://www.nasdaq.com/symbol/dy
DYN	Dynegy Inc.	19.49	1949603546.83	n/a	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/dyn
DYN/WS	Dynegy Inc.	1.36	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dyn/ws
DX	Dynex Capital, Inc.	8.19	451881300.78	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/dx
DX^A	Dynex Capital, Inc.	23.898	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dx^a
DX^B	Dynex Capital, Inc.	21.469	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dx^b
DD	E.I. du Pont de Nemours and Company	60.77	56279279310	n/a	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/dd
DD^A	E.I. du Pont de Nemours and Company	73.19	0	n/a	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/dd^a
DD^B	E.I. du Pont de Nemours and Company	88.7	0	n/a	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/dd^b
SSP	E.W. Scripps Company (The)	19.2	1096141440	n/a	n/a	Consumer Services	Newspapers/Magazines	http://www.nasdaq.com/symbol/ssp
EXP	Eagle Materials Inc	77.41	3837044868.79	n/a	n/a	Capital Goods	Building Materials	http://www.nasdaq.com/symbol/exp
EGP	EastGroup Properties, Inc.	63.14	1933630298.6	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/egp
EMN	Eastman Chemical Company	77.92	11993471022.72	n/a	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/emn
KODK	Eastman Kodak Company	26	7092336862	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/kodk
ETN	Eaton Corporation, PLC	70.21	33272519000	n/a	n/a	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/etn
ETV	Eaton Vance Corporation	13.56	0	n/a	2005	n/a	n/a	http://www.nasdaq.com/symbol/etv
ETW	Eaton Vance Corporation	11.95	1272791333.25	n/a	2005	n/a	n/a	http://www.nasdaq.com/symbol/etw
EV	Eaton Vance Corporation	42.24	5125301786.88	n/a	n/a	Finance	Investment Managers	http://www.nasdaq.com/symbol/ev
EOI	Eaton Vance Enhance Equity Income Fund	12.62	494994878.38	n/a	2004	n/a	n/a	http://www.nasdaq.com/symbol/eoi
EOS	Eaton Vance Enhanced Equity Income Fund II	12.43	593708048.89	n/a	2005	n/a	n/a	http://www.nasdaq.com/symbol/eos
EFT	Eaton Vance Floating Rate Income Trust	15.55	781671551.85	n/a	2004	n/a	n/a	http://www.nasdaq.com/symbol/eft
EFF	Eaton vance Floating-Rate Income Plus Fund	18.15	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/eff
ETX           	Eaton Vance Municipal Income Term Trust	14.59	160954603.96	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/etx           
EOT	Eaton Vance Municipal Income Trust	18.41	282081407.44	n/a	1994	n/a	n/a	http://www.nasdaq.com/symbol/eot
EVN	Eaton Vance Municipal Income Trust	11.36	259057154.72	n/a	1999	n/a	n/a	http://www.nasdaq.com/symbol/evn
ETJ	Eaton Vance Risk-Managed Diversified Equity Income Fund	11.17	783795359.11	n/a	2007	n/a	n/a	http://www.nasdaq.com/symbol/etj
EFR	Eaton Vance Senior Floating-Rate Fund	15.47	575871152.22	n/a	2003	n/a	n/a	http://www.nasdaq.com/symbol/efr
EVF	Eaton Vance Senior Income Trust	7.07	267716911.49	n/a	1998	n/a	n/a	http://www.nasdaq.com/symbol/evf
EVG	Eaton Vance Short Diversified Income Fund	15.31	289153784.76	n/a	2005	n/a	n/a	http://www.nasdaq.com/symbol/evg
EVT	Eaton Vance Tax Advantaged Dividend Income Fund	18.67	1359846253	n/a	2003	n/a	n/a	http://www.nasdaq.com/symbol/evt
ETO	Eaton Vance Tax-Advantage Global Dividend Opp	23.834	346051971.338	n/a	2004	n/a	n/a	http://www.nasdaq.com/symbol/eto
EXD	Eaton Vance Tax-Advantaged Bond	15.21	160565155.92	n/a	2010	n/a	n/a	http://www.nasdaq.com/symbol/exd
ETG	Eaton Vance Tax-Advantaged Global Dividend Income Fund	16.23	1238352473.22	n/a	2004	n/a	n/a	http://www.nasdaq.com/symbol/etg
ETB	Eaton Vance Tax-Managed Buy-Write Income Fund	14.67	361682175.15	n/a	2005	n/a	n/a	http://www.nasdaq.com/symbol/etb
ETY	Eaton Vance Tax-Managed Diversified Equity Income Fund	10.7	1602027754	n/a	2006	n/a	n/a	http://www.nasdaq.com/symbol/ety
EXG	Eaton Vance Tax-Managed Global Diversified Equity Income Fund	9.83	2963725438.3	n/a	2007	n/a	n/a	http://www.nasdaq.com/symbol/exg
ECT	ECA Marcellus Trust I	10.02	176402100	n/a	2010	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/ect
ECL	Ecolab Inc.	106.39	32055227313.89	n/a	n/a	Basic Industries	Package Goods/Cosmetics	http://www.nasdaq.com/symbol/ecl
DANG	E-Commerce China Dangdang Inc.	8.24	661383303.36	n/a	2010	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/dang
EC	Ecopetrol S.A.	46.45	925528559.25	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/ec
EDG	Edgen Group Inc.	11.97	518479867.71	n/a	n/a	Basic Industries	Metal Fabrications	http://www.nasdaq.com/symbol/edg
EIX	Edison International	49.62	16166752041.72	n/a	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/eix
EDR	Education Realty Trust Inc.	8.97	1029869865.18	n/a	2005	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/edr
EW	Edwards Lifesciences Corporation	62.56	7023775232.32	n/a	n/a	Health Care	Industrial Specialties	http://www.nasdaq.com/symbol/ew
EJ	E-House (China) Holdings Limited	9.28	1234380647.68	n/a	2007	Finance	Real Estate	http://www.nasdaq.com/symbol/ej
EP^C	El Paso Corporation	55.35	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ep^c
EE	El Paso Electric Company	35.56	1431424523.48	n/a	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/ee
EPB	El Paso Pipeline Partners LP	41.11	8954879604.13	n/a	2007	Public Utilities	Natural Gas Distribution	http://www.nasdaq.com/symbol/epb
ELN	Elan Corporation, plc	17.2	8799282313.2	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/eln
EGO	Eldorado Gold Corporation	6.89	4929512661.58	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/ego
LLY	Eli Lilly and Company	50.49	56884539061.35	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/lly
ELLI	Ellie Mae, Inc.	22.7	600809753	n/a	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/elli
EFC	Ellington Financial LLC	23.3	592219711.5	n/a	2010	Finance	Real Estate	http://www.nasdaq.com/symbol/efc
EARN	Ellington Residential Mortgage REIT	15.01	137092003.78	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/earn
AKO/A	Embotelladora Andina S.A.	25.3	0	n/a	n/a	Consumer Non-Durables	Beverages (Production/Distribution)	http://www.nasdaq.com/symbol/ako/a
AKO/B	Embotelladora Andina S.A.	33.25	0	n/a	n/a	Consumer Non-Durables	Beverages (Production/Distribution)	http://www.nasdaq.com/symbol/ako/b
ERJ	Embraer-Empresa Brasileira de Aeronautica	29.39	5360460792.04	n/a	2000	Capital Goods	Aerospace	http://www.nasdaq.com/symbol/erj
EMC	EMC Corporation	23.91	49753218781.35	n/a	n/a	Technology	Electronic Components	http://www.nasdaq.com/symbol/emc
EME	EMCOR Group, Inc.	37.09	2489913714.48	n/a	1994	Capital Goods	Engineering & Construction	http://www.nasdaq.com/symbol/eme
EMES	Emerge Energy Services LP	39.31	912765620.8	n/a	n/a	Energy	Oilfield Services/Equipment	http://www.nasdaq.com/symbol/emes
EBS	Emergent Biosolutions, Inc.	19.05	690938146.95	n/a	2006	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/ebs
ESC	Emeritus Corporation	21.24	1012830738.12	n/a	1995	Health Care	Hospital/Nursing Management	http://www.nasdaq.com/symbol/esc
EMR	Emerson Electric Company	67.41	48166564640.04	n/a	1993	Energy	Consumer Electronics/Appliances	http://www.nasdaq.com/symbol/emr
EDE	Empire District Electric Company (The)	22.63	969791066.49	n/a	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/ede
ESRT	Empire State Realty Trust, Inc.	14	1267339304	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/esrt
EIG	Employers Holdings Inc	30.65	950223284.15	n/a	2007	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/eig
EDN	Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor)	5.53	250634835.15	n/a	2007	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/edn
EOC	Empresa Nacional de Electricidad S.A.	45.75	12507675719.25	n/a	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/eoc
ICA	Empresas Ica Soc Contrladora	7.23	1097798825.85	n/a	1992	Basic Industries	Military/Government/Technical	http://www.nasdaq.com/symbol/ica
ELX	Emulex Corporation	7.52	689764299.52	n/a	n/a	Technology	Computer Communications Equipment	http://www.nasdaq.com/symbol/elx
EEQ	Enbridge Energy Management LLC	28.19	1764133159.95	n/a	2002	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/eeq
EEP	Enbridge Energy, L.P.	30.39	7725394126.92	n/a	n/a	Energy	Natural Gas Distribution	http://www.nasdaq.com/symbol/eep
ENB	Enbridge Inc	44.66	36984946366.06	n/a	n/a	Energy	Natural Gas Distribution	http://www.nasdaq.com/symbol/enb
ECA	Encana Corporation	18.65	13803584852.7	n/a	1992	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/eca
END	Endeavor International Corporation	5.1	240210000	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/end
EXK	Endeavour Silver Corporation	4.08	406943320.8	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/exk
ENH	Endurance Specialty Holdings Ltd	55.62	2465940120.66	n/a	2003	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/enh
ENH^A	Endurance Specialty Holdings Ltd	25.48	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/enh^a
ENH^B	Endurance Specialty Holdings Ltd	25.32	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/enh^b
NDRO	Enduro Royalty Trust	12.73	420090000	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/ndro
EGN	Energen Corporation	75.54	5455818334.2	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/egn
ENR	Energizer Holdings, Inc.	101.56	6324300750.76	n/a	n/a	Energy	Industrial Machinery/Components	http://www.nasdaq.com/symbol/enr
ETE	Energy Transfer Equity, L.P.	68.85	19326997102.5	n/a	2006	Public Utilities	Natural Gas Distribution	http://www.nasdaq.com/symbol/ete
ETP	ENERGY TRANSFER PARTNERS	53.35	20071252973.75	n/a	1992	Public Utilities	Natural Gas Distribution	http://www.nasdaq.com/symbol/etp
ERF	Enerplus Corporation	17.16	3464152331.64	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/erf
ENI	Enersis S A	16.56	10814066328.24	n/a	1993	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/eni
ENS	Enersys	65.35	3111269258.05	n/a	2004	Consumer Non-Durables	Telecommunications Equipment	http://www.nasdaq.com/symbol/ens
EGL	Engility Holdings, Inc.	31.67	545109867.28	n/a	n/a	Consumer Services	Military/Government/Technical	http://www.nasdaq.com/symbol/egl
E	ENI S.p.A.	49.44	89555616000	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/e
EBF	Ennis, Inc.	17.89	469102205.64	n/a	n/a	Consumer Services	Office Equipment/Supplies/Services	http://www.nasdaq.com/symbol/ebf
NPO	Enpro Industries	55.74	1167250169.46	n/a	n/a	Basic Industries	Metal Fabrications	http://www.nasdaq.com/symbol/npo
ESV	ENSCO plc	59.55	13907290147.35	n/a	1981	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/esv
ETM	Entercom Communications Corporation	9.41	364399605.79	n/a	1999	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/etm
EAA	Entergy Arkansas, Inc.	24.11	0	n/a	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/eaa
